,Pais,Anio,Emisiones_de_CO2
883,Santa Lucía,1993,0.2
884,Santa Lucía,1994,0.2
885,Santa Lucía,1995,0.2
886,Santa Lucía,1996,0.2
887,Santa Lucía,1997,0.2
888,Santa Lucía,1998,0.2
889,Santa Lucía,1999,0.2
890,Santa Lucía,2000,0.2
891,Santa Lucía,2001,0.3
892,Santa Lucía,2002,0.3
893,Santa Lucía,2003,0.4
894,Santa Lucía,2004,0.4
895,Santa Lucía,2005,0.4
896,Santa Lucía,2006,0.4
897,Santa Lucía,2007,0.4
898,Santa Lucía,2008,0.330942744
899,Santa Lucía,2009,0.4
900,Santa Lucía,2010,0.4
901,Santa Lucía,2011,0.4
902,Santa Lucía,2012,0.439284171
903,Santa Lucía,2013,0.435905613
904,Santa Lucía,2014,0.433029467
905,Santa Lucía,2015,0.43657188
906,Santa Lucía,2016,0.452804
907,Santa Lucía,2017,0.45769
908,Santa Lucía,2018,0.493367638
909,Santa Lucía,2019,0.451661075
910,Estados Unidos,1980,4946.62713
911,Estados Unidos,1981,4756.270103
912,Estados Unidos,1982,4636.631469
913,Estados Unidos,1983,4404.434841
914,Estados Unidos,1984,4383.942232
915,Estados Unidos,1985,4612.856171
916,Estados Unidos,1986,4605.354533
917,Estados Unidos,1987,4615.662207
918,Estados Unidos,1988,4775.551396
919,Estados Unidos,1989,4998.211912
920,Estados Unidos,1990,5084.558664
921,Estados Unidos,1991,5037.896431
922,Estados Unidos,1992,4992.684743
923,Estados Unidos,1993,5093.879398
924,Estados Unidos,1994,5185.520158
925,Estados Unidos,1995,5262.663333
926,Estados Unidos,1996,5324.311399
927,Estados Unidos,1997,5518.030044
928,Estados Unidos,1998,5589.322021
929,Estados Unidos,1999,5636.733477
930,Estados Unidos,2000,5700.252865
931,Estados Unidos,2001,5888.592478
932,Estados Unidos,2002,5777.788286
933,Estados Unidos,2003,5820.025298
934,Estados Unidos,2004,5886.416623
935,Estados Unidos,2005,5993.719256
936,Estados Unidos,2006,6006.994255
937,Estados Unidos,2007,5929.329204
938,Estados Unidos,2008,6015.537927
939,Estados Unidos,2009,5823.12664
940,Estados Unidos,2010,5403.664819
941,Estados Unidos,2011,5593.662183
942,Estados Unidos,2012,5454.696471
943,Estados Unidos,2013,5236.322549
944,Estados Unidos,2014,5358.870231
945,Estados Unidos,2015,5413.878798
946,Estados Unidos,2016,5262.075715
947,Estados Unidos,2017,5169.496984
948,Estados Unidos,2018,5131.08098
949,Estados Unidos,2019,5277.192754
950,República Dominicana,1988,7.550533889
951,República Dominicana,1989,8.321128393
952,República Dominicana,1990,8.121781849
953,República Dominicana,1991,9.037029143
954,República Dominicana,1992,8.746251712
955,República Dominicana,1993,9.84461691
956,República Dominicana,1994,8.650892072
957,República Dominicana,1995,9.835323391
958,República Dominicana,1996,11.180759592
959,República Dominicana,1997,11.230629796
960,República Dominicana,1998,12.234988328
961,República Dominicana,1999,12.331823319
962,República Dominicana,2000,14.117588719
963,República Dominicana,2001,16.209870936
964,República Dominicana,2002,16.44555316
965,República Dominicana,2003,17.508820597
966,República Dominicana,2004,17.423597485
967,República Dominicana,2005,17.194172363
968,República Dominicana,2006,17.527672331
969,República Dominicana,2007,18.024368941
970,República Dominicana,2008,18.628428254
971,República Dominicana,2009,18.645610186
972,República Dominicana,2010,17.78396985
973,República Dominicana,2011,18.236588997
974,República Dominicana,2012,19.61785108
975,República Dominicana,2013,21.101810589
976,República Dominicana,2014,20.094532458
977,República Dominicana,2015,19.765231558
978,República Dominicana,2016,22.363435954
979,República Dominicana,2017,23.755323707
980,República Dominicana,2018,21.956523492
981,República Dominicana,2019,25.265246857
982,Antigua y Barbuda,1988,0.4
983,Antigua y Barbuda,1989,0.4
984,Antigua y Barbuda,1990,0.4
985,Antigua y Barbuda,1991,0.4
986,Antigua y Barbuda,1992,0.4
987,Antigua y Barbuda,1993,0.4
988,Antigua y Barbuda,1994,0.4
989,Antigua y Barbuda,1995,0.5
990,Antigua y Barbuda,1996,0.5
991,Antigua y Barbuda,1997,0.5
992,Antigua y Barbuda,1998,0.5
993,Antigua y Barbuda,1999,0.5
994,Antigua y Barbuda,2000,0.5
995,Antigua y Barbuda,2001,0.5
996,Antigua y Barbuda,2002,0.5
997,Antigua y Barbuda,2003,0.5
998,Antigua y Barbuda,2004,0.5
999,Antigua y Barbuda,2005,0.6
1000,Antigua y Barbuda,2006,0.6
1001,Antigua y Barbuda,2007,0.7
1002,Antigua y Barbuda,2008,0.690569119
1003,Antigua y Barbuda,2009,0.7
1004,Antigua y Barbuda,2010,0.7
1005,Antigua y Barbuda,2011,0.7
1006,Antigua y Barbuda,2012,0.690076094
1007,Antigua y Barbuda,2013,0.707217069
1008,Antigua y Barbuda,2014,0.705863443
1009,Antigua y Barbuda,2015,0.719317413
1010,Antigua y Barbuda,2016,0.751413
1011,Antigua y Barbuda,2017,0.762758
1012,Antigua y Barbuda,2018,0.7159054
1013,Antigua y Barbuda,2019,0.7348894
1014,San Cristóbal y Nieves,1988,0.05665
1015,San Cristóbal y Nieves,1989,0.0661
1016,San Cristóbal y Nieves,1990,0.06612
1017,San Cristóbal y Nieves,1991,0.06612
1018,San Cristóbal y Nieves,1992,0.07555
1019,San Cristóbal y Nieves,1993,0.07632
1020,San Cristóbal y Nieves,1994,0.08587
1021,San Cristóbal y Nieves,1995,0.1
1022,San Cristóbal y Nieves,1996,0.09229
1023,San Cristóbal y Nieves,1997,0.1
1024,San Cristóbal y Nieves,1998,0.1
1025,San Cristóbal y Nieves,1999,0.1
1026,San Cristóbal y Nieves,2000,0.1
1027,San Cristóbal y Nieves,2001,0.1
1028,San Cristóbal y Nieves,2002,0.1
1029,San Cristóbal y Nieves,2003,0.1
1030,San Cristóbal y Nieves,2004,0.1
1031,San Cristóbal y Nieves,2005,0.1
1032,San Cristóbal y Nieves,2006,0.1
1033,San Cristóbal y Nieves,2007,0.2
1034,San Cristóbal y Nieves,2008,0.273423163
1035,San Cristóbal y Nieves,2009,0.3
1036,San Cristóbal y Nieves,2010,0.3
1037,San Cristóbal y Nieves,2011,0.3
1038,San Cristóbal y Nieves,2012,0.250060014
1039,San Cristóbal y Nieves,2013,0.246182614
1040,San Cristóbal y Nieves,2014,0.244904858
1041,San Cristóbal y Nieves,2015,0.247872849
1042,San Cristóbal y Nieves,2016,0.258403
1043,San Cristóbal y Nieves,2017,0.265412
1044,San Cristóbal y Nieves,2018,0.265947836
1045,San Cristóbal y Nieves,2019,0.268462136
1046,Trinidad y Tobago,1980,-1.0
1047,Trinidad y Tobago,1981,10.55811155
1048,Trinidad y Tobago,1982,10.09098155
1049,Trinidad y Tobago,1983,9.8553101
1050,Trinidad y Tobago,1984,10.641415517
1051,Trinidad y Tobago,1985,14.1452896
1052,Trinidad y Tobago,1986,15.3759508
1053,Trinidad y Tobago,1987,11.227520933
1054,Trinidad y Tobago,1988,10.528522983
1055,Trinidad y Tobago,1989,10.738409367
1056,Trinidad y Tobago,1990,11.3819631
1057,Trinidad y Tobago,1991,12.21362635
1058,Trinidad y Tobago,1992,13.64663089
1059,Trinidad y Tobago,1993,13.872866417
1060,Trinidad y Tobago,1994,14.887874455
1061,Trinidad y Tobago,1995,17.046162027
1062,Trinidad y Tobago,1996,17.86450763
1063,Trinidad y Tobago,1997,19.681313957
1064,Trinidad y Tobago,1998,21.312406829
1065,Trinidad y Tobago,1999,21.211447449
1066,Trinidad y Tobago,2000,21.880478254
1067,Trinidad y Tobago,2001,23.140910253
1068,Trinidad y Tobago,2002,26.010796625
1069,Trinidad y Tobago,2003,27.461032975
1070,Trinidad y Tobago,2004,32.960886708
1071,Trinidad y Tobago,2005,31.064049235
1072,Trinidad y Tobago,2006,34.732813727
1073,Trinidad y Tobago,2007,44.742689699
1074,Trinidad y Tobago,2008,43.865169545
1075,Trinidad y Tobago,2009,48.081480207
1076,Trinidad y Tobago,2010,46.448151748
1077,Trinidad y Tobago,2011,51.571790933
1078,Trinidad y Tobago,2012,53.195311581
1079,Trinidad y Tobago,2013,50.936025637
1080,Trinidad y Tobago,2014,56.568972932
1081,Trinidad y Tobago,2015,55.19857812
1082,Trinidad y Tobago,2016,54.230426218
1083,Trinidad y Tobago,2017,48.957140339
1084,Trinidad y Tobago,2018,40.878009766
1085,Trinidad y Tobago,2019,40.485352133
1086,Cuba,1980,-1.0
1087,Cuba,1981,29.94460527
1088,Cuba,1982,30.503858076
1089,Cuba,1983,33.553452188
1090,Cuba,1984,30.434603795
1091,Cuba,1985,31.473309626
1092,Cuba,1986,31.550104468
1093,Cuba,1987,34.525142414
1094,Perú,1980,-1.0
1095,Perú,1981,21.919300702
1096,Perú,1982,22.423061807
1097,Perú,1983,22.284846397
1098,Perú,1984,21.04557069
1099,Perú,1985,21.183720273
1100,Perú,1986,21.371664494
1101,Perú,1987,24.667616084
1102,Haití,1980,-1.0
1103,Haití,1981,0.956808821
1104,Haití,1982,0.72344791
1105,Haití,1983,0.839776998
1106,Haití,1984,0.764597213
1107,Haití,1985,0.772435175
1108,Haití,1986,0.87504783
1109,Haití,1987,0.938470671
1110,Belice,1980,-1.0
1111,Belice,1981,0.2255
1112,Belice,1982,0.2
1113,Belice,1983,0.2
1114,Belice,1984,0.2
1115,Belice,1985,0.2
1116,Belice,1986,0.2
1117,Belice,1987,0.3
1118,Guyana,1980,-1.0
1119,Guyana,1981,1.42148
1120,Guyana,1982,1.6
1121,Guyana,1983,1.3
1122,Guyana,1984,1.2
1123,Guyana,1985,1.3
1124,Guyana,1986,1.4
1125,Guyana,1987,1.4
1126,Panamá,1980,-1.0
1127,Panamá,1981,5.39004
1128,Panamá,1982,5.2
1129,Panamá,1983,4.7
1130,Panamá,1984,5.0
1131,Panamá,1985,4.9
1132,Panamá,1986,3.5
1133,Panamá,1987,11.0
1134,Bolivia,1980,-1.0
1135,Bolivia,1981,4.13884618
1136,Bolivia,1982,4.63953927
1137,Bolivia,1983,4.03668
1138,Bolivia,1984,4.09585
1139,Bolivia,1985,4.042793333
1140,Bolivia,1986,3.583623333
1141,Bolivia,1987,3.642793333
1142,Ecuador,1980,-1.0
1143,Ecuador,1981,12.016231
1144,Ecuador,1982,12.137947333
1145,Ecuador,1983,14.137947333
1146,Ecuador,1984,12.206921
1147,Ecuador,1985,12.275894667
1148,Ecuador,1986,12.275894667
1149,Ecuador,1987,13.206921
1150,Jamaica,1980,-1.0
1151,Jamaica,1981,7.7863
1152,Jamaica,1982,6.7
1153,Jamaica,1983,5.7
1154,Jamaica,1984,6.0
1155,Jamaica,1985,5.0
1156,Jamaica,1986,4.5
1157,Jamaica,1987,4.9
1158,Uruguay,1980,-1.0
1159,Uruguay,1981,5.757630463
1160,Uruguay,1982,5.204365232
1161,Uruguay,1983,4.902182616
1162,Uruguay,1984,3.9
1163,Uruguay,1985,3.7
1164,Uruguay,1986,3.4
1165,Uruguay,1987,3.4
1166,Barbados,1980,-1.0
1167,Barbados,1981,0.970850132
1168,Barbados,1982,1.022220132
1169,Barbados,1983,1.022220132
1170,Barbados,1984,1.122220132
1171,Barbados,1985,1.022220132
1172,Barbados,1986,1.122220132
1173,Barbados,1987,1.322220132
1174,Colombia,1980,-1.0
1175,Colombia,1981,35.776157788
1176,Colombia,1982,36.664233466
1177,Colombia,1983,36.996154552
1178,Colombia,1984,37.508295222
1179,Colombia,1985,40.673898405
1180,Colombia,1986,41.335262269
1181,Colombia,1987,41.786472429
1182,Dominica,1980,-1.0
1183,Dominica,1981,0.02679
1184,Dominica,1982,0.03498
1185,Dominica,1983,0.03502
1186,Dominica,1984,0.03498
1187,Dominica,1985,0.03501
1188,Dominica,1986,0.03991
1189,Dominica,1987,0.04022
1190,Honduras,1980,-1.0
1191,Honduras,1981,1.69779
1192,Honduras,1982,1.5
1193,Honduras,1983,1.5
1194,Honduras,1984,1.6
1195,Honduras,1985,1.7
1196,Honduras,1986,1.6
1197,Honduras,1987,1.7
1198,Paraguay,1980,-1.0
1199,Paraguay,1981,1.386
1200,Paraguay,1982,1.3
1201,Paraguay,1983,1.2
1202,Paraguay,1984,1.3
1203,Paraguay,1985,1.4
1204,Paraguay,1986,1.5
1205,Paraguay,1987,1.5
1206,Surinam,1980,-1.0
1207,Surinam,1981,2.08924
1208,Surinam,1982,1.8
1209,Surinam,1983,1.6
1210,Surinam,1984,1.2
1211,Surinam,1985,1.0
1212,Surinam,1986,1.2
1213,Surinam,1987,1.3
1214,Guatemala,1980,-1.0
1215,Guatemala,1981,4.09952
1216,Guatemala,1982,3.6
1217,Guatemala,1983,3.5
1218,Guatemala,1984,3.7
1219,Guatemala,1985,3.2
1220,Guatemala,1986,3.6
1221,Guatemala,1987,3.2
1222,Nicaragua,1980,-1.0
1223,Nicaragua,1981,1.84261
1224,Nicaragua,1982,1.9
1225,Nicaragua,1983,1.9
1226,Nicaragua,1984,1.8
1227,Nicaragua,1985,1.7
1228,Nicaragua,1986,2.0
1229,Nicaragua,1987,2.1
1230,Nicaragua,1988,2.1
1231,Nicaragua,1989,2.1
1232,Costa Rica,1980,-1.0
1233,Costa Rica,1981,2.340974967
1234,Costa Rica,1982,2.334578861
1235,Costa Rica,1983,2.188667682
1236,Costa Rica,1984,2.334578861
1237,Costa Rica,1985,2.048353096
1238,Costa Rica,1986,2.188667682
1239,Costa Rica,1987,1.969800914
1240,El Salvador,1980,-1.0
1241,El Salvador,1981,1.98901
1242,El Salvador,1982,1.7
1243,El Salvador,1983,1.6
1244,El Salvador,1984,1.8
1245,El Salvador,1985,1.8
1246,El Salvador,1986,1.9
1247,El Salvador,1987,2.2
1248,Santa Lucía,1980,-1.0
1249,Santa Lucía,1981,0.11181
1250,Santa Lucía,1982,0.08778
1251,Santa Lucía,1983,0.1
1252,Santa Lucía,1984,0.09704
1253,Santa Lucía,1985,0.09722
1254,Santa Lucía,1986,0.1
1255,Santa Lucía,1987,0.1
1256,República Dominicana,1980,-1.0
1257,República Dominicana,1981,5.43528
1258,República Dominicana,1982,5.2
1259,República Dominicana,1983,5.6
1260,República Dominicana,1984,6.715247294
1261,República Dominicana,1985,5.928316403
1262,República Dominicana,1986,6.148791341
1263,República Dominicana,1987,6.860989176
1264,Antigua y Barbuda,1980,-1.0
1265,Antigua y Barbuda,1981,0.40738
1266,Antigua y Barbuda,1982,0.4
1267,Antigua y Barbuda,1983,0.5
1268,Antigua y Barbuda,1984,0.3
1269,Antigua y Barbuda,1985,0.3
1270,Antigua y Barbuda,1986,0.3
1271,Antigua y Barbuda,1987,0.3
1272,San Cristóbal y Nieves,1980,-1.0
1273,San Cristóbal y Nieves,1981,0.05054
1274,San Cristóbal y Nieves,1982,0.05339
1275,San Cristóbal y Nieves,1983,0.0616
1276,San Cristóbal y Nieves,1984,0.05047
1277,San Cristóbal y Nieves,1985,0.05054
1278,San Cristóbal y Nieves,1986,0.05041
1279,San Cristóbal y Nieves,1987,0.05351
