,Pais,Anio,Emisiones_de_CO2,Consumo_energia,Produccion_energia,PBI,Poblacion,Intencidad_per_capita,Intensidad_por_PBI,ISO,Región,Continente
88,Chile,2004,55.994072484,1.1840830279743575,0.3224120078885545,264.5019,15980.65,74.09479764429841,4.47665225835564,CHL,América del Sur,América
89,Chile,2005,61.16096146,1.2447086611750586,0.3789802974562515,279.8267,16144.88,77.09618536496144,4.448141157277195,CHL,América del Sur,América
90,Chile,2006,63.504145094,1.2669924801586694,0.394978515353019,297.5142,16306.97,77.6963764671591,4.25859498524329,CHL,América del Sur,América
91,Chile,2007,64.697668961,1.2595076423011913,0.3344560741372024,312.1364,16472.78,76.4599322215917,4.035119397485175,CHL,América del Sur,América
92,Chile,2008,70.007309667,1.2796430854871716,0.3552400922673015,323.1329,16645.3,76.87714162479328,3.960113889632321,CHL,América del Sur,América
93,Chile,2009,72.079364098,1.2523238952656086,0.3835643911887961,318.1606,16825.97,74.4280356654391,3.936137583552485,CHL,América del Sur,América
94,Chile,2010,68.293804461,1.2578831499499463,0.3383526386320227,336.8231,17009.17,73.9532352225268,3.7345513118011984,CHL,América del Sur,América
95,Chile,2011,71.868038089,1.33485765432173,0.3447882173221583,357.0995,17193.88,77.63562699761368,3.7380552320060088,CHL,América del Sur,América
96,Chile,2012,76.495521228,1.3194801405059704,0.3208180789206586,376.4797,17383.87,75.9025545235883,3.5047842964865583,CHL,América del Sur,América
97,Chile,2013,77.6102117,1.372529884811023,0.35732312876919,391.8703,17567.98,78.12679003567986,3.502510613361163,CHL,América del Sur,América
98,Chile,2014,81.676454475,1.347179755730069,0.3893083788266288,398.6152,17738.22,75.94785473007265,3.379649736713676,CHL,América del Sur,América
99,Chile,2015,76.416465602,1.395750125954457,0.4112393499639815,407.622,17915.95,77.9054488293647,3.424128545452544,CHL,América del Sur,América
100,Chile,2016,80.338871458,1.480959728505664,0.4137674978469319,414.22,18102.75,81.80854999962239,3.575297495306031,CHL,América del Sur,América
101,Chile,2017,85.140815867,1.511636261241064,0.4170971619728655,420.044,18312.55,82.54646465080307,3.5987569427037736,CHL,América del Sur,América
102,Chile,2018,86.722943017,1.5431372626851758,0.4442980610024523,435.861,18584.62,83.0330274541624,3.540434364820839,CHL,América del Sur,América
103,Chile,2019,86.874650457,1.560052674194422,0.4322306133785894,439.69,18922.75,82.44323231001955,3.548074038969324,CHL,América del Sur,América
104,Haití,1988,1.321488419,0.0234651555699054,0.003427568,25.9315,6758.22,3.4720911082955896,0.9048900206276312,HTI,Caribe,América
105,Haití,1989,1.404506167,0.0218323316925623,0.003463424,25.569,6897.75,3.165138152667513,0.8538594271407696,HTI,Caribe,América
106,Haití,1990,1.269235336,0.0140219324152192,0.003827936,25.6946,7037.92,1.9923404095555592,0.5457151469654815,HTI,Caribe,América
107,Haití,1991,0.733964504,0.0141885491244196,0.00360042,25.0607,7178.61,1.9765036858694935,0.5661673107462923,HTI,Caribe,América
108,Haití,1992,0.788830242,0.0153383892031814,0.003288756,24.4642,7319.49,2.0955543628287527,0.6269728502538987,HTI,Caribe,América
109,Haití,1993,0.875766971,0.0116080875,0.002793739,23.5465,7460.68,1.5559020759501816,0.4929856878941668,HTI,Caribe,América
110,Haití,1994,0.6,0.009931342,0.002382996,20.9835,7602.32,1.3063567437308612,0.4732929206281125,HTI,Caribe,América
111,Haití,1995,0.5,0.0155505745,0.002578,23.0905,7744.51,2.0079481464934514,0.6734620081851844,HTI,Caribe,América
112,Haití,1996,0.9,0.0180678892,0.00278146,23.9663,7887.31,2.2907542875834728,0.7538873000838677,HTI,Caribe,América
113,Haití,1997,1.1,0.02187783455,0.002022174,24.6642,8030.72,2.7242681291341246,0.8870279413076442,HTI,Caribe,América
114,Haití,1998,1.4,0.0214961665,0.003089691,25.1595,8174.68,2.6296034217853177,0.8543956159701107,HTI,Caribe,América
115,Haití,1999,1.3,0.0232722745,0.00270989,25.8773,8319.07,2.7974610743749,0.8993316342895123,HTI,Caribe,América
116,Haití,2000,1.5,0.0238502510499999,0.00285628,26.0304,8463.8,2.8179128819206487,0.9162460450089124,HTI,Caribe,América
117,Haití,2001,1.5,0.0259469503299999,0.00289324,25.7742,8608.81,3.013999650358178,1.0067024516764822,HTI,Caribe,América
118,Haití,2002,1.7,0.02842024179,0.002614461,25.7652,8754.15,3.2464878703243607,1.1030475909366122,HTI,Caribe,América
119,Haití,2003,1.7,0.0262934055199999,0.0025515,25.8504,8900.11,2.954278713409159,1.017137279113669,HTI,Caribe,América
120,Haití,2004,1.7,0.0302788806299999,0.002574112,24.9075,9047.08,3.346812521830248,1.2156531418247514,HTI,Caribe,América
121,Haití,2005,1.7,0.0315829465999999,0.002619738,25.3843,9195.29,3.434687388869736,1.2441921423872233,HTI,Caribe,América
122,Haití,2006,1.8,0.03232897585,0.002658292,25.9291,9344.78,3.4595759183201737,1.2468221361327618,HTI,Caribe,América
123,Haití,2007,1.8,0.0348666970899999,0.001502368,26.8061,9495.34,3.671979843797061,1.3007001051999352,HTI,Caribe,América
124,Haití,2008,1.965478346,0.03512819509,0.001763866,27.0456,9646.57,3.641521814489503,1.2988506481645816,HTI,Caribe,América
125,Haití,2009,2.0,0.03339419394,0.0020008,27.8747,9798.05,3.4082489821954374,1.1980108822695852,HTI,Caribe,América
126,Haití,2010,2.2,0.0309795427999999,0.0017160804,26.3337,9949.32,3.113734687395721,1.176421953618367,HTI,Caribe,América
127,Haití,2011,2.1,0.03256805834,0.0011746644,27.791,10100.3,3.2244644555112227,1.1718922795149511,HTI,Caribe,América
128,Haití,2012,2.224320918,0.035807395650096,0.002103036,28.5882,10250.9,3.4930977426465986,1.252523616390539,HTI,Caribe,América
129,Haití,2013,2.418779249,0.03767634269,0.001354822,29.7913,10400.7,3.622481437787844,1.264676019173384,HTI,Caribe,América
130,Haití,2014,2.602297893,0.04060125808,0.00086541,30.6369,10549.0,3.848825299080485,1.3252404153161723,HTI,Caribe,América
131,Haití,2015,2.866673923,0.04630390823,0.00078438023,31.002,10695.5,4.329288787807957,1.4935780991548933,HTI,Caribe,América
132,Haití,2016,3.316061,0.04807038128,0.00066738128,31.4576,10840.0,4.434537018450184,1.528100722242002,HTI,Caribe,América
133,Haití,2017,3.357186,0.0477162517880247,0.00118598949,31.8198,10982.4,4.344792740022652,1.49957736340344,HTI,Caribe,América
134,Haití,2018,3.360375499,0.0498081349426605,0.00180286512,32.2939,11122.4,4.478182311610851,1.5423387990506112,HTI,Caribe,América
135,Haití,2019,3.457576199,0.044718044,0.001193136,31.908,11262.5,3.970525549389567,1.4014680957753545,HTI,Caribe,América
136,Belice,1988,0.2,0.0025837545682,0.00041296,0.698207,179.023,14.432528603587247,3.7005566661462863,BLZ,América central,América
137,Belice,1989,0.2,0.00371716423645,0.00041728,0.806246,183.471,20.260227700563032,4.610459135859279,BLZ,América central,América
138,Belice,1990,0.2,0.0048903824147,0.00041608,0.895888,187.554,26.07453008040351,5.458698425137964,BLZ,América central,América
139,Belice,1991,0.3,0.0055403460642,0.00041744,0.998986,191.136,28.98640792001507,5.545969677452938,BLZ,América central,América
140,Belice,1992,0.3,0.00464405034838,0.00041368,1.1193,194.324,23.89849091404047,4.149066692021799,BLZ,América central,América
141,Belice,1993,0.3,0.0046320385242,0.00041236,1.18943,197.625,23.438525106641364,3.8943347016638223,BLZ,América central,América
142,Belice,1994,0.3,0.0044197060242,0.00041264,1.19213,201.679,21.914557411530204,3.707402736446528,BLZ,América central,América
143,Belice,1995,0.3,0.0054659580242,0.00082496,1.19995,206.962,26.41044261361989,4.555154818284096,BLZ,América central,América
144,Belice,1996,0.3,0.00488211028598,0.001034,1.21696,213.66,22.849903051483665,4.011726175042729,BLZ,América central,América
145,Belice,1997,0.3,0.00754102785115,0.001103004,1.26052,221.575,34.0337486230396,5.982473781574271,BLZ,América central,América
146,Belice,1998,0.4,0.00741612751995,0.0010727244,1.30747,230.248,32.20930266473542,5.672120599287172,BLZ,América central,América
147,Belice,1999,0.4,0.00771318904,0.0011780352,1.41914,238.979,32.275593420342375,5.435114956945756,BLZ,América central,América
148,Belice,2000,0.4,0.0082354021689,0.00112445623,1.59118,247.31,33.299915769277426,5.1756571656883565,BLZ,América central,América
149,Belice,2001,0.7,0.0090652162973499,0.001101539132,1.68285,255.068,35.540390395306325,5.386823720087944,BLZ,América central,América
150,Belice,2002,0.9,0.00877249146248,0.001072976829,1.76245,262.387,33.433407381005935,4.977441324565238,BLZ,América central,América
151,Belice,2003,0.8,0.0086063204076599,0.000783513,1.92696,269.428,31.942932463069887,4.466268322985425,BLZ,América central,América
152,Belice,2004,0.8,0.00829175873869,0.00081575312,2.01921,276.516,29.986542329160013,4.106437041560813,BLZ,América central,América
153,Belice,2005,0.9,0.0088785786611097,0.000827967195,2.05843,283.798,31.284852821759728,4.313276944617873,BLZ,América central,América
154,Belice,2006,1.0,0.0102140745853197,0.006663983219,2.15773,291.338,35.05919099231742,4.733713015678408,BLZ,América central,América
155,Belice,2007,1.0,0.0096374104080499,0.008206467626,2.16875,299.031,32.22880038541152,4.443762724172907,BLZ,América central,América
156,Belice,2008,1.073313812,0.0093204913837137,0.009525926153,2.24448,306.822,30.377519811857535,4.152628396650339,BLZ,América central,América
157,Belice,2009,1.0,0.0097136034991877,0.010325911272,2.22226,314.655,30.870647214211616,4.371047266830955,BLZ,América central,América
158,Belice,2010,0.5,0.0115325606866021,0.012007552743,2.31693,322.465,35.763759436224646,4.977517959801194,BLZ,América central,América
159,Belice,2011,0.5,0.0100601155842285,0.011351924973,2.36146,330.236,30.46341278427717,4.260125339505457,BLZ,América central,América
160,Belice,2012,0.423049876,0.0104512952155812,0.008774480123,2.41846,338.001,30.92090028012124,4.32146705572193,BLZ,América central,América
161,Belice,2013,0.476432412,0.0113890005554082,0.007745298016,2.44995,345.707,32.94408431246174,4.648666526014086,BLZ,América central,América
162,Belice,2014,0.516362349,0.0113268952381636,0.007043331245,2.54886,353.366,32.05428716447994,4.443906388802688,BLZ,América central,América
163,Belice,2015,0.505700203,0.0125225765052713,0.006905321094,2.616,360.926,34.695689712770374,4.786917624339205,BLZ,América central,América
164,Belice,2016,0.597846,0.012537249632,0.007041595032,2.61513,368.399,34.03171461377474,4.794120992837832,BLZ,América central,América
165,Belice,2017,0.591488,0.0139321604777841,0.007135329542,2.66256,375.775,37.07580461122773,5.232618411522783,BLZ,América central,América
166,Belice,2018,0.676589459,0.0124451570732927,0.00706521034,2.74003,383.057,32.489047513275494,4.541978399248465,BLZ,América central,América
167,Belice,2019,0.577712955,0.01231617632,0.00740675942,2.78824,390.339,31.55251286702072,4.417186583651335,BLZ,América central,América
168,Brasil,1980,-1.0,3.8963809402361544,1.9806605062246772,1305.131,121050.8,32.1879817418485,2.9854328341263483,BRA,América del Sur,América
169,Brasil,1981,187.731100826,3.786845914739829,2.084969163753065,1247.861,123920.0,30.55879530939178,3.034669658511508,BRA,América del Sur,América
170,Brasil,1982,178.096623767,3.86321952235522,2.340262553182535,1255.116,126858.5,30.45298125356377,3.0779780692423806,BRA,América del Sur,América
171,Brasil,1983,174.065355486,3.87097590118864,2.7073736249588167,1212.396,129819.8,29.818070134052277,3.192831303624096,BRA,América del Sur,América
172,Brasil,1984,166.134085081,4.164619263355983,3.286699968592443,1277.491,132756.0,31.37047864771448,3.25999890672888,BRA,América del Sur,América
173,Brasil,1985,181.00356415,4.432419716412531,3.639238931547127,1378.897,135626.2,32.68114653667603,3.2144675899741104,BRA,América del Sur,América
174,Brasil,1986,194.906575648,4.782466393687373,3.639593302751012,1494.835,138434.0,34.54690606128099,3.1993272793902823,BRA,América del Sur,América
175,Brasil,1987,215.790895603,4.885748310511815,3.70315661204778,1544.599,141204.8,34.60044071102268,3.1631176185610728,BRA,América del Sur,América
176,Brasil,1988,222.947276004,5.069776845510964,3.797899303600336,1540.728,143943.8,35.22052943934345,3.290507374118576,BRA,América del Sur,América
177,Brasil,1989,223.394276154,5.215361140369354,3.992620294217867,1590.548,146653.8,35.56240029490784,3.278971235303402,BRA,América del Sur,América
178,Brasil,1990,231.995595162,5.856265944733403,4.0316861148647885,1532.732,149336.0,39.21536631979833,3.820802295987429,BRA,América del Sur,América
179,Brasil,1991,243.069804424,5.665243320885153,4.206990546155408,1548.729,151983.8,37.27531040074767,3.657995246996184,BRA,América del Sur,América
180,Brasil,1992,251.544042026,5.81513152804509,4.238808830199121,1540.129,154597.8,37.6145813720835,3.775743154011833,BRA,América del Sur,América
181,Brasil,1993,243.906254218,6.0345656216231385,4.358548252765176,1615.749,157188.0,38.390752612305896,3.7348410066310658,BRA,América del Sur,América
182,Brasil,1994,265.128557628,6.3563473184993775,4.55808984026238,1710.085,159766.2,39.78530702050483,3.7169774125259143,BRA,América del Sur,América
183,Brasil,1995,279.392176316,6.760284898078397,4.770609839075438,1782.453,162344.8,41.64152407763228,3.792686201587586,BRA,América del Sur,América
184,Brasil,1996,299.819187827,7.182770217047761,5.166539270472145,1816.568,164939.0,43.54804028791105,3.9540332192616847,BRA,América del Sur,América
185,Brasil,1997,316.633890261,7.597158661686718,5.42739364083213,1884.107,167538.7,45.3456942287765,4.032233127782401,BRA,América del Sur,América
186,Brasil,1998,333.150113347,7.840210142334902,5.811255065640805,1890.731,170115.5,46.0875707524294,4.146655522300583,BRA,América del Sur,América
187,Brasil,1999,329.492351347,8.05161694769709,6.190719323582536,1899.717,172640.8,46.63797287603562,4.238324417635411,BRA,América del Sur,América
188,Brasil,2000,341.813329688,8.476070842965326,6.621392962913217,1980.851,175090.0,48.409794065710926,4.279004752485334,BRA,América del Sur,América
189,Brasil,2001,326.632456149,8.31402573604123,6.429003137843859,2011.045,177471.0,46.847235526036535,4.134181848760833,BRA,América del Sur,América
190,Brasil,2002,331.635044954,8.44829904442843,7.000481782708524,2071.78,179798.2,46.98767309365961,4.07779737444537,BRA,América del Sur,América
191,Brasil,2003,328.257054614,8.572776106923703,7.35724605434902,2095.884,182065.0,47.08634886949003,4.090291307593217,BRA,América del Sur,América
192,Brasil,2004,322.710828384,8.934448149763956,7.4871476534445955,2209.55,184263.5,48.48734638039521,4.043560068685458,BRA,América del Sur,América
193,Brasil,2005,337.988532755,9.190392722904932,8.042588736109408,2289.579,186384.0,49.30891451468437,4.014009878193733,BRA,América del Sur,América
194,Brasil,2006,342.001465182,9.58961468506102,8.420774858227484,2380.255,188416.0,50.89596788521686,4.0288182085789215,BRA,América del Sur,América
195,Brasil,2007,349.282669137,10.126926321671135,8.846278089393966,2522.071,190365.8,53.197193622337295,4.015321662899711,BRA,América del Sur,América
196,Brasil,2008,362.983462641,10.524540990998748,9.221385881727645,2642.533,192255.5,54.74247025962195,3.9827472319167816,BRA,América del Sur,América
197,Brasil,2009,383.629281149,10.408984860951872,9.531708931471535,2646.712,194108.0,53.624708208584245,3.932798453685884,BRA,América del Sur,América
198,Brasil,2010,355.535677219,11.41583500427919,10.112689122080306,2846.727,195941.8,58.26135620005119,4.010161495738505,BRA,América del Sur,América
199,Brasil,2011,409.648966863,11.89350244065196,10.46705113160909,2963.345,197752.5,60.143373361408635,4.013539577960703,BRA,América del Sur,América
200,Brasil,2012,431.174655173,12.204076365458018,10.347849718003292,3011.003,199528.2,61.16466928212663,4.0531598160008535,BRA,América del Sur,América
