Pais,Anio,Emisiones_de_CO2,Consumo_energia,Produccion_energia,PBI,Poblacion,Intencidad_per_capita,Intensidad_por_PBI
Colombia,2013,63.822093945,1.5811667097344042,5.3169078970752155,585.94,46495.5,34.006876143592478,2.6985130042912315
Colombia,2014,68.159642685,1.6738857390250013,5.3533353344467383,612.301,46967.7,35.639082582817579,2.73376286993652
Colombia,2015,75.735832204,1.6446772908229119,5.3225452428120654,630.4,47520.7,34.609702525907906,2.6089424029551269
Colombia,2016,75.285248861,1.67306506758293,5.1833510582769184,643.56,48175.1,34.728834347680234,2.5997033183897851
Colombia,2017,78.012255536,1.6817399905392829,5.2061151219695789,652.307,48909.8,34.384519882299308,2.5781418726754164
Colombia,2018,70.05042621,1.7396540660860143,5.0740818914917023,669.035,49567.5,35.096667495556851,2.6002437332665918
Colombia,2019,75.94596771,1.7531073332742759,5.0733280439639934,690.987,50225.2,34.904934838970796,2.5371061008011377
Dominica,1988,0.04337,0.00089648517058,0.000165184,0.488323,71.212,12.588962121271695,1.8358446572862634
Dominica,1989,0.05548,0.0008965689657,0.000166912,0.487387,70.722,12.677370064477815,1.8395422235307877
Dominica,1990,0.05862,0.0008960889657,0.000166432,0.513797,70.422,12.724560019596149,1.7440525454605613
Dominica,1991,0.05852,0.0008966329657,0.000166976,0.520721,70.377,12.740426072438439,1.7219066749756589
Dominica,1992,0.05845,0.00089677317058,0.000165472,0.531289,70.546,12.711892532248463,1.6879197020454029
Dominica,1993,0.05909,0.0008946009657,0.000164944,0.542772,70.818,12.632395234262475,1.6482076557007361
Dominica,1994,0.06224,0.0011405965347,0.000175372,0.542959,71.044,16.054790477732109,2.1007047211667915
Dominica,1995,0.07183,0.00141699587195,0.000195928,0.559416,71.105,19.928217030447929,2.5329913194295481
Dominica,1996,0.08101,0.00142087326338,0.00019646,0.576781,70.933,20.031202167961315,2.463453656379111
Dominica,1997,0.08119,0.0014259301037,0.00020426,0.589387,70.592,20.199599157128286,2.4193443420027929
